file (0x0217e7b0)
                                                                      [0.0001s]	
Word, Tag, Lemma, CorrectWord
Eins, Eins,     ,     
málinu, málinu,       ,       
verði, verði,      ,      
að, að,   ,   
lokinni, lokinni,        ,        
þessari, þessari,        ,        
umr., umr.,     ,     
vísað, vísað,      ,      
til, til,    ,    
sérstakrar, sérstakrar,           ,           
n., n.,   ,   
,, ,,  ,  
er, er,   ,   
d., d.,   ,   
kjósi, kjósi,      ,      
í, í,  ,  
því, því,    ,    
skyni, skyni,      ,      
,, ,,  ,  
að, að,   ,   
hún, hún,    ,    
fjalli, fjalli,       ,       
um, um,   ,   
mál, mál,    ,    
þetta, þetta,      ,      
sérstaklega, sérstaklega,            ,            
og, og,   ,   
verði, verði,      ,      
n., n.,   ,   
skipuð, skipuð,       ,       
7, 7,  ,  
mönnum, mönnum,       ,       
,, ,,  ,  
eins, eins,     ,     
og, og,   ,   
var, var,    ,    
síðast, síðast,       ,       
,, ,,  ,  
þegar, þegar,      ,      
málið, málið,      ,      
var, var,    ,    
til, til,    ,    
umræðu, umræðu,       ,       
í, í,  ,  
þessari, þessari,        ,        
hv., hv.,    ,    
deild, deild,      ,      
., .,  ,  
, , , 
En, En,   ,   
á, á,  ,  
hinn, hinn,     ,     
bóginn, bóginn,       ,       
mun, mun,    ,    
ég, ég,   ,   
aðallega, aðallega,         ,         
ræða, ræða,     ,     
um, um,   ,   
það, það,    ,    
viðhorf, viðhorf,        ,        
,, ,,  ,  
sem, sem,    ,    
nú, nú,   ,   
hefur, hefur,      ,      
skapast, skapast,        ,        
i, í, i, í
þessu, þessu,      ,      
máli, máli,     ,     
og, og,   ,   
almennt, almennt,        ,        
eftir, eftir,      ,      
þær, þær,    ,    
kosningar, kosningar,          ,          
,, ,,  ,  
sem, sem,    ,    
nú, nú,   ,   
hafa, hafa,     ,     
farið, farið,      ,      
fram, fram,     ,     
., .,  ,  
, , , 
Ég, Ég,   ,   
vil, vil,    ,    
fyrst, fyrst,      ,      
leyfa, leyfa,      ,      
mér, mér,    ,    
að, að,   ,   
minna, minna,      ,      
hv., hv.,    ,    
alþm., alþm.,      ,      
á, á,  ,  
það, það,    ,    
;, ,, ,, ;
að, að,   ,   
í, í,  ,  
stjórnarskránni, stjórnarskránni,                ,                
stendur, stendur,        ,        
,, ,,  ,  
að, að,   ,   
engin, engin,      ,      
stjórnlagabreyting, stjórnlagabreyting,                   ,                   
skuli, skuli,      ,      
öðlast, öðlast,       ,       
gildi, gildi,      ,      
,, ,,  ,  
nema, nema,     ,     
fram, fram,     ,     
fari, fari,     ,     
almennar, almennar,         ,         
kosningar, kosningar,          ,          
,, ,,  ,  
eftir, eftir,      ,      
að, að,   ,   
hún, hún,    ,    
hefur, hefur,      ,      
verið, verið,      ,      
samþ., samþ.,      ,      
fyrra, fyrra,      ,      
sinn, sinn,     ,     
,, ,,  ,  
og, og,   ,   
að, að,   ,   
hún, hún,    ,    
verði, verði,      ,      
síðan, síðan,      ,      
samþ., samþ.,      ,      
óbreytt, óbreytt,        ,        
aftur, aftur,      ,      
eftir, eftir,      ,      
þær, þær,    ,    
., .,  ,  
, , , 
Auðvitað, Auðvitað,         ,         
er, er,   ,   
þetta, þetta,      ,      
sett, sett,     ,     
í, í,  ,  
stjórnarskrána, stjórnarskrána,               ,               
eingöngu, eingöngu,         ,         
til, til,    ,    
þess, þess,     ,     
að, að,   ,   
tryggja, tryggja,        ,        
það, það,    ,    
,, ,,  ,  
að, að,   ,   
engin, engin,      ,      
önnur, önnur,      ,      
ákvæði, ákvæði,       ,       
verði, verði,      ,      
i, í, i, í
stjórnarskrána, stjórnarskrána,               ,               
lögfest, lögfest,        ,        
en, en,   ,   
þau, þau,    ,    
,, ,,  ,  
sem, sem,    ,    
almenningur, almenningur,            ,            
í, í,  ,  
landinu, landinu,        ,        
getur, getur,      ,      
fellt, fellt,      ,      
sig, sig,    ,    
við, við,    ,    
,, ,,  ,  
sem, sem,    ,    
almenningur, almenningur,            ,            
í, í,  ,  
landinu, landinu,        ,        
er, er,   ,   
samþykkur, samþykkur,          ,          
og, og,   ,   
þá, þá,   ,   
að, að,   ,   
lokinni, lokinni,        ,        
þeirri, þeirri,       ,       
prófun, prófun,       ,       
,, ,,  ,  
sem, sem,    ,    
í, í,  ,  
almennum, almennum,         ,         
alþingiskosningum, alþingiskosningum,                  ,                  
felst, felst,      ,      
og, og,   ,   
eftir, eftir,      ,      
þeim, þeim,     ,     
reglum, reglum,       ,       
,, ,,  ,  
sem, sem,    ,    
þá, þá,   ,   
gilda, gilda,      ,      
um, um,   ,   
almennar, almennar,         ,         
kosningar, kosningar,          ,          
til, til,    ,    
Alþingis, Alþingis,         ,         
,, ,,  ,  
bæði, bæði,     ,     
varðandi, varðandi,         ,         
kjördæmaskipun, kjördæmaskipun,               ,               
og, og,   ,   
annað, annað,      ,      
., .,  ,  
, , , 
Nú, Nú,   ,   
er, er,   ,   
ekki, ekki,     ,     
því, því,    ,    
að, að,   ,   
leyna, leyna,      ,      
,, ,,  ,  
að, að,   ,   
það, það,    ,    
hefur, hefur,      ,      
undanfarið, undanfarið,           ,           
komið, komið,      ,      
í, í,  ,  
ljós, ljós,     ,     
rík, rík,    ,    
tilhneiging, tilhneiging,            ,            
hjá, hjá,    ,    
stjórnmálamönnum, stjórnmálamönnum,                 ,                 
og, og,   ,   
stjórnmálaflokkum, stjórnmálaflokkum,                  ,                  
til, til,    ,    
þess, þess,     ,     
að, að,   ,   
fara, fara,     ,     
á, á,  ,  
bak, bak,    ,    
við, við,    ,    
þetta, þetta,      ,      
ákvæði, ákvæði,       ,       
stjórnarskrárinnar, stjórnarskrárinnar,                   ,                   
og, og,   ,   
þá, þá,   ,   
með, með,    ,    
þvi, því,   i,   í
móti, móti,     ,     
að, að,   ,   
taka, taka,     ,     
upp, upp,    ,    
og, og,   ,   
beita, beita,      ,      
sér, sér,    ,    
fyrir, fyrir,      ,      
breytingum, breytingum,           ,           
á, á,  ,  
stjórnskipun, stjórnskipun,             ,             
landsins, landsins,         ,         
,, ,,  ,  
sem, sem,    ,    
þeim, þeim,     ,     
er, er,   ,   
mjög, mjög,     ,     
vel, vel,    ,    
kunnugt, kunnugt,        ,        
um, um,   ,   
að, að,   ,   
eiga, eiga,     ,     
hæpið, hæpið,      ,      
fylgi, fylgi,      ,      
með, með,    ,    
þjóðinni, þjóðinni,         ,         
og, og,   ,   
hæpið, hæpið,      ,      
fylgi, fylgi,      ,      
jafnvel, jafnvel,        ,        
hjá, hjá,    ,    
þeirra, þeirra,       ,       
eigin, eigin,      ,      
flokksmönnum, flokksmönnum,             ,             
,, ,,  ,  
en, en,   ,   
segja, segja,      ,      
síðan, síðan,      ,      
við, við,    ,    
menn, menn,     ,     
:, :,  ,  
Þið, Þið,    ,    
verðið, verðið,       ,       
að, að,   ,   
samþykkja, samþykkja,          ,          
þetta, þetta,      ,      
,, ,,  ,  
vegna, vegna,      ,      
þess, þess,     ,     
að, að,   ,   
flokkurinn, flokkurinn,           ,           
hefur, hefur,      ,      
tekið, tekið,      ,      
þetta, þetta,      ,      
upp, upp,    ,    
., .,  ,  
, , , 
---, ---,    ,    
Þessi, Þessi,      ,      
tilhneiging, tilhneiging,            ,            
hefur, hefur,      ,      
komið, komið,      ,      
fram, fram,     ,     
hvað, hvað,     ,     
eftir, eftir,      ,      
annað, annað,      ,      
og, og,   ,   
í, í,  ,  
skjóli, skjóli,       ,       
flokksbandanna, flokksbandanna,               ,               
hefur, hefur,      ,      
hver, hver,     ,     
stjórnarskrárbreytingin, stjórnarskrárbreytingin,                        ,                        
verið, verið,      ,      
sambykkt, samþykkt,    b    ,    þ    
af, af,   ,   
annarri, annarri,        ,        
á, á,  ,  
Íslandi, Íslandi,        ,        
,, ,,  ,  
sem, sem,    ,    
mjög, mjög,     ,     
hæpið, hæpið,      ,      
fylgi, fylgi,      ,      
hefur, hefur,      ,      
verið, verið,      ,      
fyrir, fyrir,      ,      
meðal, meðal,      ,      
þjóðarinnar, þjóðarinnar,            ,            
,, ,,  ,  
að, að,   ,   
ég, ég,   ,   
ekki, ekki,     ,     
fullyrði, fullyrði,         ,         
,, ,,  ,  
að, að,   ,   
sumar, sumar,      ,      
af, af,   ,   
þeim, þeim,     ,     
hafa, hafa,     ,     
verið, verið,      ,      
þannig, þannig,       ,       
vaxnar, vaxnar,       ,       
,, ,,  ,  
að, að,   ,   
meiri, meiri,      ,      
hluti, hluti,      ,      
þjóðarinnar, þjóðarinnar,            ,            
hafi, hafi,     ,     
raunverulega, raunverulega,             ,             
verið, verið,      ,      
á, á,  ,  
móti, móti,     ,     
þeim, þeim,     ,     
,, ,,  ,  
en, en,   ,   
þeim, þeim,     ,     
hafi, hafi,     ,     
verið, verið,      ,      
þvingað, þvingað,        ,        
upp, upp,    ,    
á, á,  ,  
menn, menn,     ,     
í, í,  ,  
krafti, krafti,       ,       
flokksvaldsins, flokksvaldsins,               ,               
., .,  ,  
, , , 
Hitt, Hitt,     ,     
var, var,    ,    
þeim, þeim,     ,     
ljóst, ljóst,      ,      
,, ,,  ,  
sem, sem,    ,    
hér, hér,    ,    
að, að,   ,   
standa, standa,       ,       
,, ,,  ,  
að, að,   ,   
annar, annar,      ,      
meginþátturinn, meginþátturinn,               ,               
í, í,  ,  
þessu, þessu,      ,      
máli, máli,     ,     
,, ,,  ,  
sem, sem,    ,    
sé, sé,   ,   
sá, sá,   ,   
að, að,   ,   
leiðrétta, leiðrétta,          ,          
misræmið, misræmið,         ,         
,, ,,  ,  
sem, sem,    ,    
orðið, orðið,      ,      
var, var,    ,    
,, ,,  ,  
vegna, vegna,      ,      
þess, þess,     ,     
að, að,   ,   
fólkið, fólkið,       ,       
hafði, hafði,      ,      
flust, flust,      ,      
til, til,    ,    
í, í,  ,  
landinu, landinu,        ,        
inn, inn,    ,    
á, á,  ,  
þéttbýlissvæðin, þéttbýlissvæðin,                ,                
,, ,,  ,  
þeim, þeim,     ,     
var, var,    ,    
ljóst, ljóst,      ,      
,, ,,  ,  
að, að,   ,   
þessi, þessi,      ,      
þáttur, þáttur,       ,       
í, í,  ,  
málinu, málinu,       ,       
olli, olli,     ,     
ekki, ekki,     ,     
ágreiningi, ágreiningi,           ,           
,, ,,  ,  
enda, enda,     ,     
greinilegt, greinilegt,           ,           
,, ,,  ,  
að, að,   ,   
Framsfl., Framsfl.,         ,         
lagði, lagði,      ,      
fram, fram,     ,     
miðlunartillögu, miðlunartillögu,                ,                
um, um,   ,   
málið, málið,      ,      
,, ,,  ,  
sem, sem,    ,    
var, var,    ,    
beinlinis, beinlínis,       ni ,      ín  
byggð, byggð,      ,      
á, á,  ,  
þvi, því,   i,   í
,, ,,  ,  
að, að,   ,   
þessi, þessi,      ,      
leiðrétting, leiðrétting,            ,            
skyldi, skyldi,       ,       
verða, verða,      ,      
á, á,  ,  
þann, þann,     ,     
hátt, hátt,     ,     
,, ,,  ,  
þ.e.a.s., þ.e.a.s.,         ,         
,, ,,  ,  
það, það,    ,    
skyldi, skyldi,       ,       
fjölga, fjölga,       ,       
jafnmikið, jafnmikið,          ,          
þm., þm.,    ,    
í, í,  ,  
þéttbýlinu, þéttbýlinu,           ,           
eins, eins,     ,     
og, og,   ,   
forgöngumenn, forgöngumenn,             ,             
málsins, málsins,        ,        
lögðu, lögðu,      ,      
til, til,    ,    
., .,  ,  
, , , 
Og, Og,   ,   
hver, hver,     ,     
einasti, einasti,        ,        
maður, maður,      ,      
i, í, i, í
þessum, þessum,       ,       
sal, sal,    ,    
veit, veit,     ,     
,, ,,  ,  
að, að,   ,   
þetta, þetta,      ,      
er, er,   ,   
satt, satt,     ,     
., .,  ,  
, , , 
Hér, Hér,    ,    
vantaði, vantaði,        ,        
svo, svo,    ,    
gersamlega, gersamlega,           ,           
trúna, trúna,      ,      
á, á,  ,  
málstaðinn, málstaðinn,           ,           
,, ,,  ,  
trúna, trúna,      ,      
á, á,  ,  
það, það,    ,    
,, ,,  ,  
sem, sem,    ,    
kallað, kallað,       ,       
er, er,   ,   
réttlæti, réttlæti,         ,         
,, ,,  ,  
að, að,   ,   
ekki, ekki,     ,     
einn, einn,     ,     
einasti, einasti,        ,        
af, af,   ,   
forgöngumönnum, forgöngumönnum,               ,               
þessa, þessa,      ,      
máls, máls,     ,     
mun, mun,    ,    
hafa, hafa,     ,     
haft, haft,     ,     
djörfung, djörfung,         ,         
eða, eða,    ,    
einurð, einurð,       ,       
til, til,    ,    
þess, þess,     ,     
að, að,   ,   
koma, koma,     ,     
drengilega, drengilega,           ,           
fram, fram,     ,     
og, og,   ,   
segja, segja,      ,      
:, :,  ,  
Kjósið, Kjósið,       ,       
mig, mig,    ,    
því, því,    ,    
aðeins, aðeins,       ,       
,, ,,  ,  
að, að,   ,   
þið, þið,    ,    
viljið, viljið,       ,       
,, ,,  ,  
að, að,   ,   
ég, ég,   ,   
greiði, greiði,       ,       
atkvæði, atkvæði,        ,        
með, með,    ,    
stjórnarskrárbreytingunni, stjórnarskrárbreytingunni,                          ,                          
;, ;,  ,  
ef, ef,   ,   
þið, þið,    ,    
eruð, eruð,     ,     
annarrar, annarrar,         ,         
skoðunar, skoðunar,         ,         
,, ,,  ,  
en, en,   ,   
ég, ég,   ,   
,, ,,  ,  
um, um,   ,   
stjórnarskrárbreytinguna, stjórnarskrárbreytinguna,                         ,                         
,, ,,  ,  
þá, þá,   ,   
eigið, eigið,      ,      
þið, þið,    ,    
að, að,   ,   
sjálfsögðu, sjálfsögðu,           ,           
samkvæmt, samkvæmt,         ,         
stjórnskipunarlögum, stjórnskipunarlögum,                    ,                    
landsins, landsins,         ,         
að, að,   ,   
haga, haga,     ,     
atkvæði, atkvæði,        ,        
ykkar, ykkar,      ,      
i, í, i, í
þetta, þetta,      ,      
sinn, sinn,     ,     
eftir, eftir,      ,      
þvi, því,   i,   í
., .,  ,  
, , , 
Það, Það,    ,    
voru, voru,     ,     
hin, hin,    ,    
furðulegustu, furðulegustu,             ,             
vínnubrögð, vinnubrögð,  í        ,  i        
,, ,,  ,  
sem, sem,    ,    
höfð, höfð,     ,     
voru, voru,     ,     
,, ,,  ,  
til, til,    ,    
þess, þess,     ,     
að, að,   ,   
reyna, reyna,      ,      
að, að,   ,   
koma, koma,     ,     
í, í,  ,  
veg, veg,    ,    
fyrir, fyrir,      ,      
það, það,    ,    
,, ,,  ,  
að, að,   ,   
þjóðarviljinn, þjóðarviljinn,              ,              
kæmi, kæmi,     ,     
raunverulega, raunverulega,             ,             
fram, fram,     ,     
um, um,   ,   
stjórnarskrárbreytinguna, stjórnarskrárbreytinguna,                         ,                         
., .,  ,  
, , , 
Við, Við,    ,    
menn, menn,     ,     
,, ,,  ,  
sem, sem,    ,    
voru, voru,     ,     
mótfallnlr, mótfallnir,         i ,         l 
þessari, þessari,        ,        
breytingu, breytingu,          ,          
,, ,,  ,  
var, var,    ,    
viðhafður, viðhafður,          ,          
hinn, hinn,     ,     
furðulegasti, furðulegasti,             ,             
málflutningur, málflutningur,              ,              
., .,  ,  
, , , 
Það, Það,    ,    
var, var,    ,    
kraflst, krafist,     i  ,     l  
hollustu, hollustu,         ,         
við, við,    ,    
flokkinn, flokkinn,         ,         
., .,  ,  
, , , 
---, ---,    ,    
Og, Og,   ,   
þannig, þannig,       ,       
var, var,    ,    
reynt, reynt,      ,      
með, með,    ,    
öllu, öllu,     ,     
hugsanlegu, hugsanlegu,           ,           
móti, móti,     ,     
að, að,   ,   
fá, fá,   ,   
menn, menn,     ,     
til, til,    ,    
þess, þess,     ,     
að, að,   ,   
kjósa, kjósa,      ,      
ekki, ekki,     ,     
eftlr, eftir,    i ,    l 
stjórnarskrárbreytingunni, stjórnarskrárbreytingunni,                          ,                          
og, og,   ,   
kjósa, kjósa,      ,      
þá, þá,   ,   
menn, menn,     ,     
á, á,  ,  
þing, þing,     ,     
,, ,,  ,  
sem, sem,    ,    
þeir, þeir,     ,     
voru, voru,     ,     
algerlega, algerlega,          ,          
andvígir, andvígir,         ,         
í, í,  ,  
stjórnarskrármálinu, stjórnarskrármálinu,                    ,                    
., .,  ,  
, , , 
Og, Og,   ,   
þannig, þannig,       ,       
var, var,    ,    
vitanlega, vitanlega,          ,          
haldið, haldið,       ,       
á, á,  ,  
málinu, málinu,       ,       
algerlega, algerlega,          ,          
af, af,   ,   
ásettu, ásettu,       ,       
ráði, ráði,     ,     
,, ,,  ,  
eins, eins,     ,     
og, og,   ,   
ég, ég,   ,   
greindi, greindi,        ,        
frá, frá,    ,    
i, í, i, í
upphafi, upphafi,        ,        
,, ,,  ,  
því, því,    ,    
að, að,   ,   
ef, ef,   ,   
það, það,    ,    
hefði, hefði,      ,      
átt, átt,    ,    
að, að,   ,   
koma, koma,     ,     
frjálst, frjálst,        ,        
og, og,   ,   
drengilega, drengilega,           ,           
að, að,   ,   
mönnum, mönnum,       ,       
í, í,  ,  
þessu, þessu,      ,      
máli, máli,     ,     
og, og,   ,   
skilja, skilja,       ,       
það, það,    ,    
út, út,   ,   
úr, úr,   ,   
öðrum, öðrum,      ,      
málum, málum,      ,      
,, ,,  ,  
eins, eins,     ,     
og, og,   ,   
heiðarlegt, heiðarlegt,           ,           
hefði, hefði,      ,      
verið, verið,      ,      
og, og,   ,   
raunar, raunar,       ,       
skylt, skylt,      ,      
,, ,,  ,  
eins, eins,     ,     
og, og,   ,   
vinnubrögðum, vinnubrögðum,             ,             
er, er,   ,   
hér, hér,    ,    
háttað, háttað,       ,       
í, í,  ,  
pólitíkinni, pólitíkinni,            ,            
,, ,,  ,  
þá, þá,   ,   
hefði, hefði,      ,      
verið, verið,      ,      
alveg, alveg,      ,      
óhugsandi, óhugsandi,          ,          
,, ,,  ,  
að, að,   ,   
þessi, þessi,      ,      
þáttur, þáttur,       ,       
málsins, málsins,        ,        
gæti, gæti,     ,     
orðið, orðið,      ,      
lögfestur, lögfestur,          ,          
., .,  ,  
, , , 
Einn, Einn,     ,     
og, og,   ,   
einn, einn,     ,     
maður, maður,      ,      
,, ,,  ,  
sem, sem,    ,    
ekki, ekki,     ,     
hafði, hafði,      ,      
fylgt, fylgt,      ,      
Framsfl., Framsfl.,         ,         
að, að,   ,   
málum, málum,      ,      
áður, áður,     ,     
,, ,,  ,  
lýsti, lýsti,      ,      
þvi, því,   i,   í
yfir, yfir,     ,     
opinberlega, opinberlega,            ,            
,, ,,  ,  
að, að,   ,   
hann, hann,     ,     
teldi, teldi,      ,      
sjálfsagt, sjálfsagt,          ,          
að, að,   ,   
kjósa, kjósa,      ,      
eingöngu, eingöngu,         ,         
til, til,    ,    
aukaþingsins, aukaþingsins,             ,             
miðað, miðað,      ,      
við, við,    ,    
afstöðuna, afstöðuna,          ,          
í, í,  ,  
stjórnarskrármálinu, stjórnarskrármálinu,                    ,                    
., .,  ,  
, , , 
Sumir, Sumir,      ,      
af, af,   ,   
þessum, þessum,       ,       
mönnum, mönnum,       ,       
voru, voru,     ,     
hreinlega, hreinlega,          ,          
ofsóttir, ofsóttir,         ,         
og, og,   ,   
reynt, reynt,      ,      
með, með,    ,    
öllu, öllu,     ,     
mögulegu, mögulegu,         ,         
móti, móti,     ,     
að, að,   ,   
fá, fá,   ,   
þá, þá,   ,   
til, til,    ,    
þess, þess,     ,     
að, að,   ,   
falla, falla,      ,      
frá, frá,    ,    
því, því,    ,    
að, að,   ,   
miða, miða,     ,     
afstöðu, afstöðu,        ,        
sína, sína,     ,     
í, í,  ,  
kosningunum, kosningunum,            ,            
við, við,    ,    
málið, málið,      ,      
,, ,,  ,  
sem, sem,    ,    
átti, átti,     ,     
að, að,   ,   
kjósa, kjósa,      ,      
um, um,   ,   
---, ---,    ,    
voru, voru,     ,     
hreinlega, hreinlega,          ,          
ofsóttlr, ofsóttir,       i ,       l 
., .,  ,  
, , , 
Með, Með,    ,    
þessu, þessu,      ,      
,, ,,  ,  
með, með,    ,    
því, því,    ,    
að, að,   ,   
Ijá, ljá, l  , I  
ekki, ekki,     ,     
máls, máls,     ,     
á, á,  ,  
því, því,    ,    
,, ,,  ,  
að, að,   ,   
farið, farið,      ,      
gæti, gæti,     ,     
fram, fram,     ,     
sérstök, sérstök,        ,        
atkvæðagreiðsla, atkvæðagreiðsla,                ,                
um, um,   ,   
þennan, þennan,       ,       
umdeilda, umdeilda,         ,         
þátt, þátt,     ,     
í, í,  ,  
kjördæmamálinu, kjördæmamálinu,               ,               
,, ,,  ,  
þá, þá,   ,   
settu, settu,      ,      
forustumenn, forustumenn,            ,            
stjórnarskrármálsins, stjórnarskrármálsins,                     ,                     
sína, sína,     ,     
flokksmenn, flokksmenn,           ,           
yfirleitt, yfirleitt,          ,          
af, af,   ,   
ásettu, ásettu,       ,       
ráði, ráði,     ,     
í, í,  ,  
sjálfheldu, sjálfheldu,           ,           
., .,  ,  
, , , 
Og, Og,   ,   
þeir, þeir,     ,     
gerðu, gerðu,      ,      
þetta, þetta,      ,      
alveg, alveg,      ,      
að, að,   ,   
yfirlögðu, yfirlögðu,          ,          
ráði, ráði,     ,     
,, ,,  ,  
því, því,    ,    
miður, miður,      ,      
,, ,,  ,  
forustumenn, forustumenn,            ,            
þessara, þessara,        ,        
flokka, flokka,       ,       
,, ,,  ,  
að, að,   ,   
setia, setja,    j ,    i 
menn, menn,     ,     
í, í,  ,  
þessa, þessa,      ,      
sjálfheldu, sjálfheldu,           ,           
,, ,,  ,  
í, í,  ,  
því, því,    ,    
trausti, trausti,        ,        
,, ,,  ,  
að, að,   ,   
nægilega, nægilega,         ,         
margir, margir,       ,       
mundu, mundu,      ,      
kinoka, kinoka,       ,       
sér, sér,    ,    
við, við,    ,    
að, að,   ,   
kjósa, kjósa,      ,      
andstæðinga, andstæðinga,            ,            
sína, sína,     ,     
á, á,  ,  
þingið, þingið,       ,       
út, út,   ,   
af, af,   ,   
stjórnarskrármálinu, stjórnarskrármálinu,                    ,                    
., .,  ,  
, , , 
En, En,   ,   
áreiðanlega, áreiðanlega,            ,            
er, er,   ,   
enn, enn,    ,    
þá, þá,   ,   
hægt, hægt,     ,     
að, að,   ,   
finna, finna,      ,      
leiðir, leiðir,       ,       
til, til,    ,    
þess, þess,     ,     
að, að,   ,   
bæta, bæta,     ,     
úr, úr,   ,   
þessu, þessu,      ,      
,, ,,  ,  
ef, ef,   ,   
menn, menn,     ,     
vilja, vilja,      ,      
leggja, leggja,       ,       
sig, sig,    ,    
fram, fram,     ,     
um, um,   ,   
að, að,   ,   
leita, leita,      ,      
eftir, eftir,      ,      
viija, vilja,   l  ,   i  
manna, manna,      ,      
i, í, i, í
sjálfu, sjálfu,       ,       
stjórnarskrármálinu, stjórnarskrármálinu,                    ,                    
., .,  ,  
, , , 
Ég, Ég,   ,   
vil, vil,    ,    
þá, þá,   ,   
aðeins, aðeins,       ,       
víkja, víkja,      ,      
i, í, i, í
sambandi, sambandi,         ,         
við, við,    ,    
kosningabaráttuna, kosningabaráttuna,                  ,                  
örfáum, örfáum,       ,       
orðum, orðum,      ,      
að, að,   ,   
því, því,    ,    
,, ,,  ,  
hvernig, hvernig,        ,        
hún, hún,    ,    
var, var,    ,    
háð, háð,    ,    
,, ,,  ,  
hvaða, hvaða,      ,      
aðferðir, aðferðir,         ,         
notaðar, notaðar,        ,        
voru, voru,     ,     
til, til,    ,    
þess, þess,     ,     
að, að,   ,   
fá, fá,   ,   
menn, menn,     ,     
til, til,    ,    
að, að,   ,   
beina, beina,      ,      
athygli, athygli,        ,        
sinni, sinni,      ,      
frá, frá,    ,    
því, því,    ,    
,, ,,  ,  
., .,  ,  
, , , 
Enn, Enn,    ,    
fremur, fremur,       ,       
reyndu, reyndu,       ,       
sjálfstæðismenn, sjálfstæðismenn,                ,                
