er,er
hér,hér,   ,   
i,í,i,í
hv.,hv.,   ,   
deild,deild,     ,     
.,., , 
,,,
Ég,Ég,  ,  
álit,álít,  i ,  í 
",",",", , 
að,að,  ,  
það,það,   ,   
sé,sé,  ,  
alveg,alveg,     ,     
rétt,rétt,    ,    
stefnt,stefnt,      ,      
með,með,   ,   
því,því,   ,   
atriði,atriði,      ,      
í,í, , 
frv.,frv.,    ,    
að,að,  ,  
draga,draga,     ,     
úr,úr,  ,  
verkunum,verkunum,        ,        
tilfærslna,tilfærslna,          ,          
og,og,  ,  
yfirstrikana,yfirstrikana,            ,            
",",",", , 
því,því,   ,   
að,að,  ,  
með,með,   ,   
því,því,   ,   
fyrirkomulagi,fyrirkomulagi,             ,             
",",",", , 
sem,sem,   ,   
áður,áður,    ,    
var,var,   ,   
",",",", , 
gat,gat,   ,   
það,það,   ,   
hent,hent,    ,    
og,og,  ,  
voru,voru,    ,    
dæmi,dæmi,    ,    
til,til,   ,   
",",",", , 
að,að,  ,  
það,það,   ,   
henti,henti,     ,     
",",",", , 
að,að,  ,  
mikill,mikill,      ,      
minni,minni,     ,     
hluti,hluti,     ,     
þeirra,þeirra,      ,      
",",",", , 
sem,sem,   ,   
lista,lista,     ,     
kusu,kusu,    ,    
",",",", , 
réð,réð,   ,   
því,því,   ,   
raunverulega,raunverulega,            ,            
",",",", , 
hver,hver,    ,    
varð,varð,    ,    
þm.,þm.,   ,   
",",",", , 
en,en,  ,  
yfirgnæfandi,yfirgnæfandi,            ,            
meiri,meiri,     ,     
hluti,hluti,     ,     
réð,réð,   ,   
því,því,   ,   
ekki,ekki,    ,    
.,., , 
,,,
Hér,Hér,   ,   
virðist,virðist,       ,       
ekki,ekki,    ,    
vera,vera,    ,    
ágreiningur,ágreiningur,           ,           
i,í,i,í
n,n., , .
",",",", , 
nema,nema,    ,    
um,um,  ,  
eitt,eitt,    ,    
einasta,einasta,       ,       
atriði,atriði,      ,      
.,., , 
,,,
Það,Það,   ,   
er,er,  ,  
um,um,  ,  
það,það,   ,   
",",",", , 
hvernig,hvernig,       ,       
eígi,eigi, íg ,  gi
að,að,  ,  
skipa,skipa,     ,     
yfirkjörstjórnir,yfirkjörstjórnir,                ,                
i,í,i,í
hinum,hinum,     ,     
einstöku,einstöku,        ,        
stóru,stóru,     ,     
kjördæmum,kjördæmum,         ,         
.,., , 
,,,
Það,Það,   ,   
hefur,hefur,     ,     
þó,þó,  ,  
hingað,hingað,      ,      
til,til,   ,   
verið,verið,     ,     
svo,svo,   ,   
",",",", , 
að,að,  ,  
vald,vald,    ,    
til,til,   ,   
að,að,  ,  
kjósa,kjósa,     ,     
kjörstjórnirnar,kjörstjórnirnar,               ,               
",",",", , 
að,að,  ,  
svo,svo,   ,   
miklu,miklu,     ,     
leyti,leyti,     ,     
sem,sem,   ,   
ákveðinn,ákveðinn,        ,        
embættismaður,embættismaður,             ,             
hefur,hefur,     ,     
ekki,ekki,    ,    
gegnt,gegnt,     ,     
þar,þar,   ,   
starfi,starfi,      ,      
",",",", , 
hefur,hefur,     ,     
verið,verið,     ,     
í,í, , 
höndum,höndum,      ,      
sýslunefnda,sýslunefnda,           ,           
í,í, , 
sýslum,sýslum,      ,      
og,og,  ,  
bæjarstjórna,bæjarstjórna,            ,            
í,í, , 
kaupstöðum,kaupstöðum,          ,          
og,og,  ,  
ég,ég,  ,  
tel,tel,   ,   
engan,engan,     ,     
vafa,vafa,    ,    
á,á, , 
því,því,   ,   
",",",", , 
að,að,  ,  
ef,ef,  ,  
sveitarstjórnarlögunum,sveitarstjórnarlögunum,                      ,                      
hefði,hefði,     ,     
verið,verið,     ,     
breytt,breytt,      ,      
samhliða,samhliða,        ,        
stjórnarskránni,stjórnarskránni,               ,               
og,og,  ,  
kosningalögunum,kosningalögunum,               ,               
",",",", , 
þanníg,þannig,    í ,    i 
að,að,  ,  
hvert,hvert,     ,     
af,af,  ,  
þessum,þessum,      ,      
kjördæmum,kjördæmum,         ,         
hefði,hefði,     ,     
verið,verið,     ,     
gert,gert,    ,    
að,að,  ,  
fylki,fylki,     ,     
",",",", , 
eins,eins,    ,    
og,og,  ,  
stungið,stungið,       ,       
hefur,hefur,     ,     
verið,verið,     ,     
upp,upp,   ,   
á,á, , 
að,að,  ,  
skipta,skipta,      ,      
landinu,landinu,       ,       
i,í,i,í
fylki,fylki,     ,     
og,og,  ,  
hvert,hvert,     ,     
þeita,þetta,   t ,  i  
svæði,svæði,     ,     
hefði,hefði,     ,     
haft,haft,    ,    
sítt,sitt, í  , i  
fylkisþing,fylkisþing,          ,          
",",",", , 
þá,þá,  ,  
er,er,  ,  
ekki,ekki,    ,    
nokkur,nokkur,      ,      
minnsti,minnsti,       ,       
vafi,vafi,    ,    
á,á, , 
",",",", , 
að,að,  ,  
slikum,slíkum,  i   ,  í   
fylkisþingum,fylkisþingum,            ,            
hefði,hefði,     ,     
verið,verið,     ,     
falið,falið,     ,     
að,að,  ,  
velja,velja,     ,     
kjörstjórnirnar,kjörstjórnirnar,               ,               
nema,nema,    ,    
e.t.v.,e.t.v.,      ,      
formenn,formenn,       ,       
þeirra,þeirra,      ,      
.,., , 
,,,
Nú,Nú,  ,  
er,er,  ,  
ekki,ekki,    ,    
tilgangurinn,tilgangurinn,            ,            
með,með,   ,   
þessum,þessum,      ,      
breytingum,breytingum,          ,          
",",",", , 
sem,sem,   ,   
gerðar,gerðar,      ,      
eru,eru,   ,   
",",",", , 
að,að,  ,  
stofna,stofna,      ,      
nein,nein,    ,    
slik,slík,  i ,  í 
fylki,fylki,     ,     
að,að,  ,  
sinni,sinni,     ,     
og,og,  ,  
er,er,  ,  
þá,þá,  ,  
nokkuð,nokkuð,      ,      
eðlilegra,eðlilegra,         ,         
en,en,  ,  
að,að,  ,  
sýslunefndir,sýslunefndir,            ,            
og,og,  ,  
bæjarstjórnir,bæjarstjórnir,             ,             
haldi,haldi,     ,     
sínum,sínum,     ,     
rétti,rétti,     ,     
til,til,   ,   
að,að,  ,  
kjósa,kjósa,     ,     
þessa,þessa,     ,     
starfsmenn,starfsmenn,          ,          
",",",", , 
eins,eins,    ,    
og,og,  ,  
þær,þær,   ,   
hafa,hafa,    ,    
haft,haft,    ,    
",",",", , 
eða,eða,   ,   
að,að,  ,  
svo,svo,   ,   
miklu,miklu,     ,     
leyti,leyti,     ,     
sem,sem,   ,   
það,það,   ,   
samrýmist,samrýmist,         ,         
breyttu,breyttu,       ,       
skipulagi,skipulagi,         ,         
?,?, , 
,,,
Ég,Ég,  ,  
sé,sé,  ,  
engin,engin,     ,     
rök,rök,   ,   
á,á, , 
móti,móti,    ,    
þvi,því,  i,  í
og,og,  ,  
ég,ég,  ,  
heyrði,heyrði,      ,      
ekki,ekki,    ,    
",",",", , 
að,að,  ,  
hv.,hv.,   ,   
frsm.,frsm.,     ,     
n.,n.,  ,  
færði,færði,     ,     
nokkur,nokkur,      ,      
minnstu,minnstu,       ,       
rök,rök,   ,   
á,á, , 
móti,móti,    ,    
þvi,því,  i,  í
.,., , 
,,,
Hann,Hann,    ,    
var,var,   ,   
að,að,  ,  
færa,færa,    ,    
rök,rök,   ,   
að,að,  ,  
þvf,því,  f,  í
",",",", , 
að,að,  ,  
það,það,   ,   
væri,væri,    ,    
ekkert,ekkert,      ,      
hættulegt,hættulegt,         ,         
að,að,  ,  
láta,láta,    ,    
Alþ.,Alþ.,    ,    
gera,gera,    ,    
þetta,þetta,     ,     
.,., , 
,,,
S--Þ,S-Þ,  - ,   
.,., , 
,,,
(,(, , 
HermJ,HermJ,     ,     
),), , 
og,og,  ,  
ég,ég,  ,  
verð,verð,    ,    
að,að,  ,  
segja,segja,     ,     
það,það,   ,   
",",",", , 
að,að,  ,  
ef,ef,  ,  
sú,sú,  ,  
till.,till.,     ,     
verður,verður,      ,      
ekki,ekki,    ,    
samþ.,samþ.,     ,     
",",",", , 
þá,þá,  ,  
fyndist,fyndist,       ,       
mér,mér,   ,   
réttara,réttara,       ,       
að,að,  ,  
færa,færa,    ,    
þá,þá,  ,  
frv.,frv.,    ,    
f,í,f,í
hið,hið,   ,   
fyrra,fyrra,     ,     
horf,horf,    ,    
",",",", , 
eins,eins,    ,    
og,og,  ,  
það,það,   ,   
var,var,   ,   
lagt,lagt,    ,    
fyrir,fyrir,     ,     
",",",", , 
að,að,  ,  
því,því,   ,   
er,er,  ,  
þetta,þetta,     ,     
atriði,atriði,      ,      
snertir,snertir,       ,       
.,., , 
,,,
Ég,Ég,  ,  
hygg,hygg,    ,    
",",",", , 
að,að,  ,  
flestir,flestir,       ,       
muni,muni,    ,    
treysta,treysta,       ,       
þvi,því,  i,  í
",",",", , 
að,að,  ,  
dómarar,dómarar,       ,       
séu,séu,   ,   
öðrum,öðrum,     ,     
mönnum,mönnum,      ,      
færari,færari,      ,      
og,og,  ,  
hæfari,hæfari,      ,      
til,til,   ,   
þess,þess,    ,    
að,að,  ,  
skera,skera,     ,     
úr,úr,  ,  
ýmiss,ýmiss,     ,     
konar,konar,     ,     
ágreiningi,ágreiningi,          ,          
og,og,  ,  
ég,ég,  ,  
held,held,    ,    
",",",", , 
að,að,  ,  
það,það,   ,   
væri,væri,    ,    
réttari,réttari,       ,       
skipun,skipun,      ,      
á,á, , 
yfirkjörstjórnum,yfirkjörstjórnum,                ,                
",",",", , 
að,að,  ,  
þær,þær,   ,   
væru,væru,    ,    
skipaðar,skipaðar,        ,        
eins,eins,    ,    
og,og,  ,  
upprunalega,upprunalega,           ,           
var,var,   ,   
ákveðið,ákveðið,       ,       
i,í,i,í
frv.,frv.,    ,    
",",",", , 
að,að,  ,  
það,það,   ,   
væru,væru,    ,    
þrír,þrír,    ,    
sýslumenn,sýslumenn,         ,         
og,og,  ,  
bæjarfógetar,bæjarfógetar,            ,            
í,í, , 
hverju,hverju,      ,      
kjördæmi,kjördæmi,        ,        
",",",", , 
heldur,heldur,      ,      
en,en,  ,  
Alþ.,Alþ.,    ,    
væri,væri,    ,    
að,að,  ,  
kjósa,kjósa,     ,     
þær,þær,   ,   
.,., , 
,,,
Ég,Ég,  ,  
býst,býst,    ,    
við,við,   ,   
að,að,  ,  
visu,vísu, i  , í  
",",",", , 
að,að,  ,  
Alþ.,Alþ.,    ,    
sé,sé,  ,  
þannig,þannig,      ,      
skipað,skipað,      ,      
",",",", , 
að,að,  ,  
það,það,   ,   
séu,séu,   ,   
menn,menn,    ,    
til,til,   ,   
á,á, , 
Alþ.,Alþ.,    ,    
",",",", , 
sem,sem,   ,   
þekkja,þekkja,      ,      
menn,menn,    ,    
i,í,i,í
öllum,öllum,     ,     
þessum,þessum,      ,      
kjördæmum,kjördæmum,         ,         
",",",", , 
sem,sem,   ,   
á,á, , 
að,að,  ,  
stofna,stofna,      ,      
og,og,  ,  
það,það,   ,   
valdi,valdi,     ,     
ekki,ekki,    ,    
vandkvæðum,vandkvæðum,          ,          
",",",", , 
en,en,  ,  
vitanlega,vitanlega,         ,         
verður,verður,      ,      
kosningin,kosningin,         ,         
á,á, , 
Alþ.,Alþ.,    ,    
algerlega,algerlega,         ,         
pólitisk,pólitísk,     i  ,     í  
",",",", , 
eins,eins,    ,    
og,og,  ,  
við,við,   ,   
vitum,vitum,     ,     
að,að,  ,  
allar,allar,     ,     
kosningar,kosningar,         ,         
eru,eru,   ,   
.,., , 
,,,
Ég,Ég,  ,  
man,man,   ,   
það,það,   ,   
í,í, , 
síðustu,síðustu,       ,       
kosningum,kosningum,         ,         
i,í,i,í
minu,mínu, i  , í  
kjördæmi,kjördæmi,        ,        
og,og,  ,  
eru,eru,   ,   
kjördeildirnar,kjördeildirnar,              ,              
þar,þar,   ,   
ekki,ekki,    ,    
nema,nema,    ,    
15,15,  ,  
",",",", , 
en,en,  ,  
bara,bara,    ,    
þessi,þessi,     ,     
undirbúningur,undirbúningur,             ,             
tók,tók,   ,   
æði,æði,   ,   
mikinn,mikinn,      ,      
tíma,tíma,    ,    
.,., , 
,,,
Ég,Ég,  ,  
sé,sé,  ,  
ekki,ekki,    ,    
annað,annað,     ,     
",",",", , 
en,en,  ,  
það,það,   ,   
gefi,gefi,    ,    
orðið,orðið,     ,     
æði,æði,   ,   
mikið,mikið,     ,     
starf,starf,     ,     
að,að,  ,  
vera,vera,    ,    
i,í,i,í
yfirkjörstjórn,yfirkjörstjórn,              ,              
og,og,  ,  
er,er,  ,  
það,það,   ,   
sjálfsagt,sjálfsagt,         ,         
réttmætt,réttmætt,        ,        
",",",", , 
sem,sem,   ,   
1.,1.,  ,  
þm.,þm.,   ,   
,,,
N--M,N-M,  - ,   
.,., , 
,,,
E.t.v.,E.t.v.,      ,      
geftur,getur,  f   ,     
hæstv.,hæstv.,      ,      
dómsmrh.,dómsmrh.,        ,        
gefið,gefið,     ,     
lögskýringu,lögskýringu,           ,           
á,á, , 
því,því,   ,   
",",",", , 
að,að,  ,  
það,það,   ,   
sé,sé,  ,  
sjálfgefið,sjálfgefið,          ,          
",",",", , 
að,að,  ,  
þeim,þeim,    ,    
beri,beri,    ,    
greiðsla,greiðsla,        ,        
úr,úr,  ,  
ríkissjóði,ríkissjóði,          ,          
.,., , 
,,,
Það,Það,   ,   
er,er,  ,  
bara,bara,    ,    
til,til,   ,   
að,að,  ,  
leiðrétta,leiðrétta,         ,         
misskilning,misskilning,           ,           
eða,eða,   ,   
til,til,   ,   
að,að,  ,  
reyna,reyna,     ,     
að,að,  ,  
koma,koma,    ,    
réttum,réttum,      ,      
skilningí,skilningi,        í,        i
inn,inn,   ,   
hjá,hjá,   ,   
hv.,hv.,   ,   
þm.,þm.,   ,   
,,,
Eins,Eins,    ,    
og,og,  ,  
núna,núna,    ,    
er,er,  ,  
ákveðið,ákveðið,       ,       
í,í, , 
frv.,frv.,    ,    
",",",", , 
á,á, , 
i,í,i,í
Sþ.,Sþ.,   ,   
eftir,eftir,     ,     
hverjar,hverjar,       ,       
almennar,almennar,        ,        
alþingiskosningar,alþingiskosningar,                 ,                 
að,að,  ,  
kjósa,kjósa,     ,     
5,5, , 
manna,manna,     ,     
landskjörstjórn,landskjörstjórn,               ,               
hlutbundnum,hlutbundnum,           ,           
kosningum,kosningum,         ,         
og,og,  ,  
jafnmarga,jafnmarga,         ,         
til,til,   ,   
vara,vara,    ,    
.,., , 
,,,
Og,Og,  ,  
eins,eins,    ,    
og,og,  ,  
nú,nú,  ,  
á,á, , 
að,að,  ,  
breyta,breyta,      ,      
9.,9.,  ,  
gr.,gr.,   ,   
á,á, , 
",",",", , 
á,á, , 
sama,sama,    ,    
hátt,hátt,    ,    
að,að,  ,  
kjósa,kjósa,     ,     
yflrkjörstjórnir,yfirkjörstjórnir,    kjörstjórnir,  lrkjörstjórn  
i,í,i,í
hinum,hinum,     ,     
einstöku,einstöku,        ,        
kjördæmum,kjördæmum,         ,         
.,., , 
,,,
Ef,Ef,  ,  
t.d.,t.d.,    ,    
Alþfl.,Alþfl.,      ,      
á,á, , 
einn,einn,    ,    
mann,mann,    ,    
kosinn,kosinn,      ,      
á,á, , 
Alþ.,Alþ.,    ,    
og,og,  ,  
einn,einn,    ,    
varamann,varamann,        ,        
",",",", , 
þá,þá,  ,  
er,er,  ,  
kjörstjórnín,kjörstjórnin,          í ,          i 
óhæf,óhæf,    ,    
",",",", , 
ef,ef,  ,  
þeir,þeir,    ,    
báðir,báðir,     ,     
deyja,deyja,     ,     
.,., , 
,,,
Þess,Þess,    ,    
vegna,vegna,     ,     
er,er,  ,  
það,það,   ,   
",",",", , 
að,að,  ,  
ef,ef,  ,  
menn,menn,    ,    
vilja,vilja,     ,     
virkilega,virkilega,         ,         
láta,láta,    ,    
Alþ.,Alþ.,    ,    
vera,vera,    ,    
að,að,  ,  
kjósa,kjósa,     ,     
kjörstjórnirnar,kjörstjórnirnar,               ,               
",",",", , 
sem,sem,   ,   
ekki,ekki,    ,    
er,er,  ,  
nein,nein,    ,    
þörf,þörf,    ,    
á,á, , 
og,og,  ,  
ekkert,ekkert,      ,      
vit,vit,   ,   
i,i, , 
",",",", , 
i,í,i,í
raun,raun,    ,    
og,og,  ,  
veru,veru,    ,    
",",",", , 
þó,þó,  ,  
að,að,  ,  
menn,menn,    ,    
vilji,vilji,     ,     
gera,gera,    ,    
sig,sig,   ,   
mikla,mikla,     ,     
með,með,   ,   
því,því,   ,   
að,að,  ,  
beita,beita,     ,     
þar,þar,   ,   
valdi,valdi,     ,     
sinu,sínu, i  , í  
gagnvart,gagnvart,        ,        
sýslunefndum,sýslunefndum,            ,            
",",",", , 
þá,þá,  ,  
þarf,þarf,    ,    
að,að,  ,  
búa,búa,   ,   
öðruvísi,öðruvísi,        ,        
um,um,  ,  
þetta,þetta,     ,     
",",",", , 
þá,þá,  ,  
þarf,þarf,    ,    
að,að,  ,  
búa,búa,   ,   
þannig,þannig,      ,      
um,um,  ,  
þetta,þetta,     ,     
",",",", , 
að,að,  ,  
það,það,   ,   
sé,sé,  ,  
einhver,einhver,       ,       
aðili,aðili,     ,     
til,til,   ,   
",",",", , 
sem,sem,   ,   
geti,geti,    ,    
skipað,skipað,      ,      
menn,menn,    ,    
i,í,i,í
staðinn,staðinn,       ,       
",",",", , 
þegar,þegar,     ,     
Alþ.,Alþ.,    ,    
situr,situr,     ,     
ekki,ekki,    ,    
.,., , 
,,,
Þá,Þá,  ,  
er,er,  ,  
enginn,enginn,      ,      
maður,maður,     ,     
til,til,   ,   
í,í, , 
kjörstjórninni,kjörstjórninni,              ,              
og,og,  ,  
enginn,enginn,      ,      
aðíli,aðili,  íl ,   li
til,til,   ,   
",",",", , 
fyrr,fyrr,    ,    
en,en,  ,  
næsta,næsta,     ,     
Alþ.,Alþ.,    ,    
kemur,kemur,     ,     
saman,saman,     ,     
",",",", , 
til,til,   ,   
að,að,  ,  
kjósa,kjósa,     ,     
þá,þá,  ,  
.,., , 
,,,
Hins,Hins,    ,    
vegar,vegar,     ,     
er,er,  ,  
það,það,   ,   
óforskammað,óforskammað,           ,           
að,að,  ,  
reyna,reyna,     ,     
að,að,  ,  
gera,gera,    ,    
þessar,þessar,      ,      
kjörstjórnir,kjörstjórnir,            ,            
pólitískar,pólitískar,          ,          
með,með,   ,   
því,því,   ,   
að,að,  ,  
kjósa,kjósa,     ,     
pólitiskt,pólitískt,     i   ,     í   
í,í, , 
þær,þær,   ,   
.,., , 
,,,
Kjörstjórn,Kjörstjórn,          ,          
á,á, , 
að,að,  ,  
vera,vera,    ,    
gersamlega,gersamlega,          ,          
ópólitísk,ópólitísk,         ,         
og,og,  ,  
hafin,hafin,     ,     
yflr,yfir,  i ,  l 
það,það,   ,   
.,., , 
,,,
Hún,Hún,   ,   
á,á, , 
að,að,  ,  
líta,líta,    ,    
á,á, , 
málin,málin,     ,     
frá,frá,   ,   
lögfræðilegu,lögfræðilegu,            ,            
og,og,  ,  
réttlætissjónarmiði,réttlætissjónarmiði,                   ,                   
og,og,  ,  
alls,alls,    ,    
ekki,ekki,    ,    
vera,vera,    ,    
kosin,kosin,     ,     
pólitiskt,pólitískt,     i   ,     í   
á,á, , 
Alþ.,Alþ.,    ,    
,,,
Nú,Nú,  ,  
á,á, , 
þetta,þetta,     ,     
að,að,  ,  
hætta,hætta,     ,     
",",",", , 
Alþingi,Alþingi,       ,       
að,að,  ,  
kjósa,kjósa,     ,     
mennina,mennina,       ,       
pólítiskt,pólitískt,     ískt,   ít sk 
",",",", , 
ekki,ekki,    ,    
segja,segja,     ,     
eitt,eitt,    ,    
einasta,einasta,       ,       
orð,orð,   ,   
um,um,  ,  
það,það,   ,   
",",",", , 
hvort,hvort,     ,     
eigi,eigi,    ,    
að,að,  ,  
borga,borga,     ,     
þeim,þeim,    ,    
.,., , 
,,,
Þeir,Þeir,    ,    
eiga,eiga,    ,    
kannske,kannske,       ,       
að,að,  ,  
kjósa,kjósa,     ,     
annan,annan,     ,     
manninn,manninn,       ,       
norður,norður,      ,      
í,í, , 
Skeggjastaðahreppi,Skeggjastaðahreppi,                  ,                  
og,og,  ,  
hinn,hinn,    ,    
manninn,manninn,       ,       
suður,suður,     ,     
í,í, , 
Öræfum,Öræfum,      ,      
til,til,   ,   
að,að,  ,  
lenda,lenda,     ,     
i,í,i,í
kjörstjórn,kjörstjórn,          ,          
í,í, , 
Austfjarðakjördæminu,Austfjarðakjördæminu,                    ,                    
og,og,  ,  
verða,verða,     ,     
svona,svona,     ,     
tvo,tvo,   ,   
daga,daga,    ,    
úr,úr,  ,  
hvorri,hvorri,      ,      
sýslu,sýslu,     ,     
að,að,  ,  
komast,komast,      ,      
